"Size","Metric","mean_Value","SD_value","n","SE_value"
315,"Abundance (# m3)",4777.93801313629,1095.02479027144,3,632.212857432531
315,"Abundance (%)",15.8538250811523,0.930924959493249,3,0.537469775958769
315,"Biomass (mg m3)",14.258658092775,1.79594536572107,3,1.03688954034892
315,"Biomass (%)",3.6879319099179,0.668638082359091,3,0.386038376840457
345,"Abundance (# m3)",4373.89367816092,1412.4229725483,3,815.46278341037
345,"Abundance (%)",13.3207901111938,0.380210129170517,3,0.21951442042522
345,"Biomass (mg m3)",17.0413869831691,2.89321741871991,3,1.67039985552205
345,"Biomass (%)",3.97826365531117,0.561914416468888,3,0.324421439609844
375,"Abundance (# m3)",3875.7684729064,1664.88022670736,3,961.219047057977
375,"Abundance (%)",10.699852825062,0.136014317486004,3,0.0785279028141876
375,"Biomass (mg m3)",19.2014437311166,4.21834436043987,3,2.4354622520345
375,"Biomass (%)",3.98040186721798,0.297997122387202,3,0.172048718827985
405,"Abundance (# m3)",3447.27832512315,1709.48830048524,3,986.973530461668
405,"Abundance (%)",8.76756585694786,0.06426355530488,3,0.0371025809543549
405,"Biomass (mg m3)",21.3563780935961,5.59210803451769,3,3.22860507906626
405,"Biomass (%)",3.99446497899836,0.192350850649444,3,0.11105381540131
435,"Abundance (# m3)",3096.18801313629,1638.90650328846,3,946.223110850222
435,"Abundance (%)",7.50893153536207,0.21686780554979,3,0.125208685912735
435,"Biomass (mg m3)",23.5562462729885,6.9277513991662,3,3.99973913518741
435,"Biomass (%)",4.17283433833128,0.180023340393628,3,0.103936524036677
465,"Abundance (# m3)",2846.05911330049,1542.24901475693,3,890.417883827346
465,"Abundance (%)",6.76854045050246,0.263832122783467,3,0.152323547109905
465,"Biomass (mg m3)",26.4725465176519,8.34987667356298,3,4.82080354518176
465,"Biomass (%)",4.54959485242734,0.0835089352131131,3,0.0482139062250299
495,"Abundance (# m3)",2571.45073891626,1468.98717807253,3,848.120142696285
495,"Abundance (%)",5.97666020463136,0.106057218642613,3,0.0612321637328157
495,"Biomass (mg m3)",28.7755618747947,9.85181032225127,3,5.6879453415569
495,"Biomass (%)",4.81694396438793,0.0993029733690499,3,0.0573325984059512
525,"Abundance (# m3)",2374.17282430213,1468.98701837342,3,848.120050493957
525,"Abundance (%)",5.39977709097619,0.104158305698628,3,0.0601358258334384
525,"Biomass (mg m3)",31.7247555529557,11.7730521020585,3,6.79717480030697
525,"Biomass (%)",5.1663863526991,0.14592203169974,3,0.084248124282542
555,"Abundance (# m3)",2174.12274220033,1534.66741380027,3,886.040644474131
555,"Abundance (%)",4.85622086561371,0.170959764369516,3,0.0987036659793349
555,"Biomass (mg m3)",34.4498853776683,14.0023099113705,3,8.08423739660631
555,"Biomass (%)",5.47263557958456,0.245776609222116,3,0.141899191494902
585,"Abundance (# m3)",1918.45197044335,1568.14618559443,3,905.369622381629
585,"Abundance (%)",4.17942582999507,0.170936265836566,3,0.098690099095011
585,"Biomass (mg m3)",35.5282291420361,15.5989871234963,3,9.00607941483607
585,"Biomass (%)",5.48601620460057,0.275494949554419,3,0.159057083285626
615,"Abundance (# m3)",1684.16954022989,1517.94840490097,3,876.387920185536
615,"Abundance (%)",3.59140830392611,0.191663798085539,3,0.110657145418592
615,"Biomass (mg m3)",35.9764782532841,17.1290539531688,3,9.88946391082562
615,"Biomass (%)",5.45201917823522,0.341038352968524,3,0.196898584890364
645,"Abundance (# m3)",1383.9367816092,1298.10097744481,3,749.45894876308
645,"Abundance (%)",2.9286730604766,0.103581780085703,3,0.0598029686156214
645,"Biomass (mg m3)",33.6812109277504,16.0438561926533,3,9.26292469166803
645,"Biomass (%)",5.11900374839491,0.225069032020457,3,0.129943666223259
675,"Abundance (# m3)",1080.10878489327,1043.12335513874,3,602.247549887338
675,"Abundance (%)",2.30225776760181,0.070661478791945,3,0.0407964238018665
675,"Biomass (mg m3)",29.8017400197044,14.3607184044622,3,8.29116463657264
675,"Biomass (%)",4.60101028690271,0.202053590659727,3,0.116655694958124
705,"Abundance (# m3)",791.105911330049,739.278616288579,3,426.822708120345
705,"Abundance (%)",1.71060329410304,0.0223786941586342,3,0.0129203450965997
705,"Biomass (mg m3)",24.49347188711,11.5804587420445,3,6.68598097205877
705,"Biomass (%)",3.89136804486782,0.121711016615389,3,0.0702698882062378
735,"Abundance (# m3)",556.960180623974,463.758813317212,3,267.751275707754
735,"Abundance (%)",1.27676504707718,0.0309694386939689,3,0.0178802137666146
735,"Biomass (mg m3)",19.3982067278325,7.90488739319115,3,4.56388886437259
735,"Biomass (%)",3.30677268249548,0.0584584290088751,3,0.0337509897246767
765,"Abundance (# m3)",387.532430213465,278.502106876896,3,160.793266375254
765,"Abundance (%)",0.943610896506568,0.0475721518856645,3,0.0274657946971182
765,"Biomass (mg m3)",15.247883248358,5.38406240598419,3,3.10848987942872
765,"Biomass (%)",2.74501454460632,0.0782567532106678,3,0.0451815575320852
795,"Abundance (# m3)",271.316502463054,151.592123525076,3,87.5217533242298
795,"Abundance (%)",0.710085348390394,0.0756855201408672,3,0.0436970554270865
795,"Biomass (mg m3)",11.9921938300493,3.00421868030442,3,1.73448646377826
795,"Biomass (%)",2.3181010659257,0.177856115865299,3,0.102685276371852
825,"Abundance (# m3)",197.826354679803,75.3023797158573,3,43.4758491995696
825,"Abundance (%)",0.545868682653941,0.0471260629941223,3,0.0272082451555038
825,"Biomass (mg m3)",9.84391863916256,1.50933443601887,3,0.871414642932666
825,"Biomass (%)",1.98264744921346,0.0923778361471813,3,0.0533343685667303
855,"Abundance (# m3)",150.546387520525,43.6868644168792,3,25.2226229311359
855,"Abundance (%)",0.42792612392734,0.0317615781908364,3,0.0183375557183668
855,"Biomass (mg m3)",8.34441177011494,0.791295929718675,3,0.456854918031732
855,"Biomass (%)",1.7383031289257,0.101108786502196,3,0.0583751851044794
885,"Abundance (# m3)",121.691297208539,26.5176549136827,3,15.3099752026923
885,"Abundance (%)",0.350335934775452,0.0271337719729784,3,0.015665690552729
885,"Biomass (mg m3)",7.54508982758621,0.517056729961753,3,0.298522842229726
885,"Biomass (%)",1.56816445570772,0.0840667208153043,3,0.048535943892605
915,"Abundance (# m3)",98.8723316912972,25.7868482496635,3,14.8880437784952
915,"Abundance (%)",0.287783397038588,0.0290713930700762,3,0.0167843766147259
915,"Biomass (mg m3)",6.88041576642036,0.518155511106958,3,0.29915722381969
915,"Biomass (%)",1.41812457986248,0.138372139910195,3,0.0798891922254956
945,"Abundance (# m3)",80.26026272578,18.1644701481984,3,10.4872617297493
945,"Abundance (%)",0.232765400077586,0.0316063530095507,3,0.0182479364181664
945,"Biomass (mg m3)",6.1990874954844,0.276112521254997,3,0.159413638473199
945,"Biomass (%)",1.2671969267734,0.173815427184726,3,0.100352383674411
975,"Abundance (# m3)",67.2980295566502,14.7193020771092,3,8.4981930165024
975,"Abundance (%)",0.193611334791872,0.0283629954263269,3,0.016375383044414
975,"Biomass (mg m3)",5.65203270032841,0.284209895186212,3,0.164088659492115
975,"Biomass (%)",1.14794818251108,0.0951217176610518,3,0.0549185492973879
1005,"Abundance (# m3)",55.7208538587849,11.8118268753987,3,6.8195614261327
1005,"Abundance (%)",0.157319118295566,0.0138345102191425,3,0.00798735819912852
1005,"Biomass (mg m3)",5.14454836001642,0.333613168951179,3,0.192611652899167
1005,"Biomass (%)",1.01853410682061,0.0492926741455502,3,0.0284591386870099
1035,"Abundance (# m3)",46.0919540229885,10.5889732218375,3,6.11354654006965
1035,"Abundance (%)",0.1297817808789,0.0178420727776586,3,0.0103011255210821
1035,"Biomass (mg m3)",4.69839264367816,0.449466298552847,3,0.259499488461151
1035,"Biomass (%)",0.920264527083744,0.0811675682390964,3,0.0468621173723096
1065,"Abundance (# m3)",37.4942528735632,6.89916483007549,3,3.98323467182768
1065,"Abundance (%)",0.104533424819787,0.0220889800492667,3,0.0127530785775684
1065,"Biomass (mg m3)",4.20266236535304,0.381121266867486,3,0.220040466019834
1065,"Biomass (%)",0.799922843273809,0.122372288337838,3,0.0706516736132012
1095,"Abundance (# m3)",31.9084564860427,8.37148352776598,3,4.8332782682722
1095,"Abundance (%)",0.0901494761736453,0.0196603183238135,3,0.0113508900766074
1095,"Biomass (mg m3)",3.83891598563218,0.54220466612976,3,0.313042009945888
1095,"Biomass (%)",0.75766657039532,0.109884182323571,3,0.0634416622441955
1125,"Abundance (# m3)",26.4798850574713,8.67790114048016,3,5.01018855945718
1125,"Abundance (%)",0.0738284973513957,0.0163769934273801,3,0.00945526156381463
1125,"Biomass (mg m3)",3.4656637409688,0.497623052288146,3,0.287302803193524
1125,"Biomass (%)",0.676260879594007,0.099799131786327,3,0.0576190556017269
1155,"Abundance (# m3)",23.35960591133,5.60451579491579,3,3.23576870287214
1155,"Abundance (%)",0.0652929849100985,0.0156810224353132,3,0.00905344252419661
1155,"Biomass (mg m3)",3.25147702339901,0.553066825926024,3,0.319313280828242
1155,"Biomass (%)",0.632904428023399,0.101883887722328,3,0.0588226900025718
1185,"Abundance (# m3)",20.012315270936,4.98305767302011,3,2.87696968890559
1185,"Abundance (%)",0.057438735886289,0.0108784907085658,3,0.00628069953896733
1185,"Biomass (mg m3)",3.04926319499179,0.394741854421426,3,0.227904315910622
1185,"Biomass (%)",0.603183763743842,0.0712590995996573,3,0.0411414603360725
1215,"Abundance (# m3)",16.8087027914614,4.69613954654445,3,2.71131743134949
1215,"Abundance (%)",0.0465795651395731,0.0115548184164919,3,0.00667117752319883
1215,"Biomass (mg m3)",2.72864721100164,0.482805033054623,3,0.278747615800193
1215,"Biomass (%)",0.516676177091133,0.101482947511096,3,0.0585912070636878
1245,"Abundance (# m3)",14.8419540229885,3.23173854365067,3,1.8658451181272
1245,"Abundance (%)",0.041182413295977,0.00659342304457803,3,0.00380671456966821
1245,"Biomass (mg m3)",2.56609227011494,0.327209105054239,3,0.188914264884362
1245,"Biomass (%)",0.507818592891626,0.0665264824103597,3,0.0384090825278601
1275,"Abundance (# m3)",12.2060755336617,3.68851412643441,3,2.12956462380664
1275,"Abundance (%)",0.0357041592783251,0.00916233648167381,3,0.0052898774341003
1275,"Biomass (mg m3)",2.29288342775041,0.379761301205735,3,0.219255289478934
1275,"Biomass (%)",0.462301080183498,0.0507235846490879,3,0.0292852752514137
1305,"Abundance (# m3)",11.7672413793103,4.87415304612697,3,2.81409357325284
1305,"Abundance (%)",0.0336232216288998,0.00966791558917955,3,0.00558177366791539
1305,"Biomass (mg m3)",2.3751821954023,0.745729211816784,3,0.430546961184988
1305,"Biomass (%)",0.472821043353448,0.0899834831149693,3,0.0519519881990477
1335,"Abundance (# m3)",10.6925287356322,3.21246636852126,3,1.85471832262837
1335,"Abundance (%)",0.0294987608107553,0.00650731762956452,3,0.00375700158513148
1335,"Biomass (mg m3)",2.2685211182266,0.555025844097346,3,0.320444320496802
1335,"Biomass (%)",0.439462968993021,0.0631894588546273,3,0.0364824510796658
1365,"Abundance (# m3)",8.86453201970443,3.13661863740648,3,1.81092761465183
1365,"Abundance (%)",0.0270319748296388,0.00656020768875639,3,0.00378753767504336
1365,"Biomass (mg m3)",2.07997739778325,0.443024595191492,3,0.255780369291433
1365,"Biomass (%)",0.428568361676519,0.043694582753758,3,0.0252270791150106
1395,"Abundance (# m3)",8.42487684729064,1.8294310256547,3,1.0562224951256
1395,"Abundance (%)",0.0245097152413793,0.00627275305126247,3,0.00362157566270643
1395,"Biomass (mg m3)",2.07108733949097,0.34621660499539,3,0.199888250092007
1395,"Biomass (%)",0.416162918752463,0.0420700753436254,3,0.02428916932447
1425,"Abundance (# m3)",7.46305418719212,1.22447498341638,3,0.706950961291409
1425,"Abundance (%)",0.0214261378234811,0.00301734352349969,3,0.00174206409553012
1425,"Biomass (mg m3)",1.98156117405583,0.358282236882004,3,0.206854345909686
1425,"Biomass (%)",0.395342984617406,0.0242311625181582,3,0.0139898682026362
1455,"Abundance (# m3)",6.88177339901478,0.238739322701434,3,0.137836212227822
1455,"Abundance (%)",0.0202764883747947,0.00343178858445196,3,0.00198134406303523
1455,"Biomass (mg m3)",1.88956712192118,0.190678937426448,3,0.110088535851952
1455,"Biomass (%)",0.383783731581691,0.0261372865599776,3,0.0150903694312894
1485,"Abundance (# m3)",5.71100164203613,1.99215044756546,3,1.15016859716815
1485,"Abundance (%)",0.0162860855997537,0.00524592915794323,3,0.00302873861148823
1485,"Biomass (mg m3)",1.6176812044335,0.50568196121474,3,0.291955616431668
1485,"Biomass (%)",0.32204797298399,0.0518924637264846,3,0.0299601279013988
1515,"Abundance (# m3)",5.27709359605911,1.52744307099988,3,0.881869668213609
1515,"Abundance (%)",0.0154941456440887,0.00443063708411065,3,0.00255802951319282
1515,"Biomass (mg m3)",1.60506978243021,0.455573096340023,3,0.263025249807464
1515,"Biomass (%)",0.33648485199179,0.0399948689943095,3,0.0230910483800684
1545,"Abundance (# m3)",4.96592775041051,1.41044995466889,3,0.81432366100658
1545,"Abundance (%)",0.0145949696461412,0.00444636260813873,3,0.00256710864872358
1545,"Biomass (mg m3)",1.64218462315271,0.3459657248152,3,0.19974340435244
1545,"Biomass (%)",0.332375093164614,0.0604387955721892,3,0.0348943548931002
1575,"Abundance (# m3)",4.10509031198686,0.333196757477294,3,0.192371237622626
1575,"Abundance (%)",0.01188120772578,0.00311823578954826,3,0.00180031427249241
1575,"Biomass (mg m3)",1.42232564326765,0.102795439588088,3,0.0593489747176483
1575,"Biomass (%)",0.288498519364532,0.0571852946214943,3,0.0330159452434078
1605,"Abundance (# m3)",4.04967159277504,0.901120440489409,3,0.520262128888834
1605,"Abundance (%)",0.0123993701174056,0.001934672529195,3,0.00111698370552451
1605,"Biomass (mg m3)",1.51494216666667,0.369987887959221,3,0.213612606710157
1605,"Biomass (%)",0.315442765892857,0.020857059998492,3,0.0120418292046335
1635,"Abundance (# m3)",3.70320197044335,1.19886846065167,3,0.692167028480192
1635,"Abundance (%)",0.0112558563115764,0.00461193826011981,3,0.00266270379596611
1635,"Biomass (mg m3)",1.46948656321839,0.364690175557036,3,0.210553971028667
1635,"Biomass (%)",0.301837380920772,0.0431053397074818,3,0.0248868794836249
1665,"Abundance (# m3)",3.3128078817734,0.800959305952726,3,0.462434070901742
1665,"Abundance (%)",0.00981905024753695,0.00311677998316776,3,0.00179947376228674
